"","gene_id","gene_name","gene_type"
"68830","ENSMUSG00000114983.1","Gm48997","lincRNA"
"68831","ENSMUSG00000022139.17","Mbnl2","protein_coding"
"68832","ENSMUSG00000097903.2","Gm26679","antisense"
"68833","ENSMUSG00000051615.14","Rap2a","protein_coding"
"68834","ENSMUSG00000115648.1","Gm49008","lincRNA"
"68835","ENSMUSG00000115630.1","Rpl19-ps5","processed_pseudogene"
"68836","ENSMUSG00000090284.2","Gm17613","lincRNA"
"68838","ENSMUSG00000115835.1","Gm41253","lincRNA"
"68839","ENSMUSG00000115163.1","Gm18076","processed_pseudogene"
"68840","ENSMUSG00000115028.1","Gm9391","processed_pseudogene"
"68841","ENSMUSG00000030662.10","Ipo5","protein_coding"
"68842","ENSMUSG00000025555.14","Farp1","protein_coding"
"68843","ENSMUSG00000085133.2","B930095G15Rik","sense_intronic"
"68844","ENSMUSG00000063410.8","Stk24","protein_coding"
"68845","ENSMUSG00000115666.1","Gm49031","processed_pseudogene"
"68846","ENSMUSG00000115123.1","Gm33299","lincRNA"
"68847","ENSMUSG00000025557.10","Slc15a1","protein_coding"
"68848","ENSMUSG00000115390.1","Gm49035","lincRNA"
"68849","ENSMUSG00000115408.1","Gm4529","processed_pseudogene"
"68850","ENSMUSG00000025558.17","Dock9","protein_coding"
"68851","ENSMUSG00000115443.1","Gm9395","processed_pseudogene"
"68852","ENSMUSG00000102112.1","1810041H14Rik","antisense"
"68853","ENSMUSG00000041765.6","Ubac2","protein_coding"
"68854","ENSMUSG00000050350.8","Gpr18","protein_coding"
"68855","ENSMUSG00000051212.8","Gpr183","protein_coding"
"68856","ENSMUSG00000071229.3","Timm8a2","protein_coding"
"68857","ENSMUSG00000115121.1","Gm49236","lincRNA"
"68858","ENSMUSG00000085615.2","A330035P11Rik","lincRNA"
"68859","ENSMUSG00000025544.13","Tm9sf2","protein_coding"
"68860","ENSMUSG00000066538.5","Gm6254","processed_pseudogene"
"68861","ENSMUSG00000090674.1","Gm17082","processed_pseudogene"
"68862","ENSMUSG00000025545.10","Clybl","protein_coding"
"68863","ENSMUSG00000100585.1","1700108J01Rik","antisense"
"68864","ENSMUSG00000115263.1","Gm5089","antisense"
"68864.1","ENSMUSG00000115263.1","Gm5089","antisense"
"68867","ENSMUSG00000041703.7","Zic5","protein_coding"
"68868","ENSMUSG00000085555.9","2610035F20Rik","processed_transcript"
"68869","ENSMUSG00000061524.8","Zic2","protein_coding"
"68870","ENSMUSG00000075465.2","Gm10837","protein_coding"
"68871","ENSMUSG00000093669.1","Gm9399","processed_pseudogene"
"68872","ENSMUSG00000115652.1","Gm18143","processed_pseudogene"
"68873","ENSMUSG00000041650.15","Pcca","protein_coding"
"68874","ENSMUSG00000115256.1","Gm49259","processed_pseudogene"
"68876","ENSMUSG00000041625.15","Ggact","protein_coding"
"68877","ENSMUSG00000075463.3","4930594M22Rik","processed_transcript"
"68878","ENSMUSG00000041594.18","Tmtc4","protein_coding"
"68877.1","ENSMUSG00000075463.3","4930594M22Rik","processed_transcript"
"68880","ENSMUSG00000115016.1","AC158982.1","processed_transcript"
"68881","ENSMUSG00000115758.1","Gm49294","processed_pseudogene"
"68882","ENSMUSG00000000197.8","Nalcn","protein_coding"
"68884","ENSMUSG00000032925.16","Itgbl1","protein_coding"
"68885","ENSMUSG00000082793.2","Gm9308","processed_pseudogene"
"68887","ENSMUSG00000025551.13","Fgf14","protein_coding"
"68888","ENSMUSG00000101445.1","Gm28932","antisense"
"68889","ENSMUSG00000082738.1","Gm15422","processed_pseudogene"
"68890","ENSMUSG00000099994.1","1700024B18Rik","antisense"
"68891","ENSMUSG00000115472.1","Gm49070","processed_pseudogene"
"68892","ENSMUSG00000115191.1","Gm49071","processed_pseudogene"
"68893","ENSMUSG00000108568.1","Olfr277-ps1","unprocessed_pseudogene"
"68895","ENSMUSG00000115490.1","4930404O17Rik","lincRNA"
"68896","ENSMUSG00000115035.1","Gm9614","processed_pseudogene"
"68897","ENSMUSG00000115502.1","Gm49222","processed_pseudogene"
"68898","ENSMUSG00000115013.1","Gm49231","lincRNA"
"68899","ENSMUSG00000115397.1","Gm49232","processed_pseudogene"
"68900","ENSMUSG00000114999.1","Gm7962","processed_pseudogene"
"68901","ENSMUSG00000064373.12","Selenop","protein_coding"
"68902","ENSMUSG00000091119.2","Ccdc152","protein_coding"
"68903","ENSMUSG00000055737.12","Ghr","protein_coding"
"68905","ENSMUSG00000098177.1","Gm4823","processed_pseudogene"
"68907","ENSMUSG00000115843.1","Gm17873","processed_pseudogene"
"68908","ENSMUSG00000022184.8","Fbxo4","protein_coding"
"68909","ENSMUSG00000041935.10","AW549877","protein_coding"
"68910","ENSMUSG00000115206.1","Gm49286","transcribed_processed_pseudogene"
"68911","ENSMUSG00000097662.1","Gm2093","lincRNA"
"68912","ENSMUSG00000087221.3","BC037032","processed_transcript"
"68913","ENSMUSG00000022186.14","Oxct1","protein_coding"
"68914","ENSMUSG00000086297.1","Gm15632","antisense"
"68915","ENSMUSG00000115032.1","Gm49301","processed_pseudogene"
"68916","ENSMUSG00000049148.8","Plcxd3","protein_coding"
"68917","ENSMUSG00000022181.16","C6","protein_coding"
"68918","ENSMUSG00000115259.1","Gm49073","processed_pseudogene"
"68919","ENSMUSG00000115415.1","Gm49074","processed_pseudogene"
"68920","ENSMUSG00000115205.1","Gm16374","processed_pseudogene"
"68921","ENSMUSG00000022155.9","Mroh2b","protein_coding"
"68922","ENSMUSG00000079105.4","C7","protein_coding"
"68924","ENSMUSG00000080720.2","Gm16077","processed_pseudogene"
"68925","ENSMUSG00000041849.7","Card6","protein_coding"
"68926","ENSMUSG00000041841.8","Rpl37","protein_coding"
"68928","ENSMUSG00000068706.3","Gm10250","processed_pseudogene"
"68929","ENSMUSG00000050697.9","Prkaa1","protein_coding"
"68930","ENSMUSG00000087532.1","Gm15938","antisense"
"68931","ENSMUSG00000022151.16","Ttc33","protein_coding"
"68932","ENSMUSG00000039942.15","Ptger4","protein_coding"
"68933","ENSMUSG00000084024.1","Gm15937","processed_pseudogene"
"68934","ENSMUSG00000115748.1","Gm49093","processed_pseudogene"
"68935","ENSMUSG00000114998.1","Gm2157","processed_pseudogene"
"68936","ENSMUSG00000114992.1","Gm2150","processed_pseudogene"
"68937","ENSMUSG00000115116.1","Gm46496","processed_pseudogene"
"68938","ENSMUSG00000110018.2","5430437J10Rik","transcribed_processed_pseudogene"
"68939","ENSMUSG00000115185.1","Gm18715","processed_pseudogene"
"68940","ENSMUSG00000098565.1","Gm27760","miRNA"
"68941","ENSMUSG00000115106.1","Gm8043","processed_pseudogene"
"68942","ENSMUSG00000115342.1","Gm49095","processed_pseudogene"
"68943","ENSMUSG00000115093.1","Gm8047","processed_pseudogene"
"68945","ENSMUSG00000022150.16","Dab2","protein_coding"
"68946","ENSMUSG00000089771.1","Gm16311","antisense"
"68947","ENSMUSG00000115132.1","Gm18888","processed_pseudogene"
"68948","ENSMUSG00000022149.17","C9","protein_coding"
"68950","ENSMUSG00000022148.16","Fyb","protein_coding"
"68951","ENSMUSG00000089647.2","Gm2245","antisense"
"68952","ENSMUSG00000067547.6","Gm7666","transcribed_processed_pseudogene"
"68953","ENSMUSG00000050310.9","Rictor","protein_coding"
"68954","ENSMUSG00000022146.12","Osmr","protein_coding"
"68956","ENSMUSG00000054263.12","Lifr","protein_coding"
"68957","ENSMUSG00000042961.13","Egflam","protein_coding"
"68958","ENSMUSG00000089966.1","Gm16030","processed_pseudogene"
"68959","ENSMUSG00000090199.1","Gm16029","antisense"
"68960","ENSMUSG00000115033.1","Gm49206","processed_pseudogene"
"68962","ENSMUSG00000115497.1","Gm49207","lincRNA"
"68963","ENSMUSG00000115765.1","Gm19227","processed_pseudogene"
"68964","ENSMUSG00000022144.4","Gdnf","protein_coding"
"68965","ENSMUSG00000039828.7","Wdr70","protein_coding"
"68966","ENSMUSG00000116090.1","Rpl19-ps6","processed_pseudogene"
"68967","ENSMUSG00000098281.1","Gm27529","miRNA"
"68968","ENSMUSG00000022142.8","Nup155","protein_coding"
"68969","ENSMUSG00000039801.7","Cplane1","protein_coding"
"68971","ENSMUSG00000022141.7","Nipbl","protein_coding"
"68972","ENSMUSG00000115640.1","Gm49247","lincRNA"
"68973","ENSMUSG00000115591.1","Gm31282","lincRNA"
"68974","ENSMUSG00000115480.1","Gm49249","lincRNA"
"68975","ENSMUSG00000095663.1","Gm2310","protein_coding"
"68976","ENSMUSG00000078850.1","Gm2348","processed_pseudogene"
"68977","ENSMUSG00000115577.1","Gm49250","processed_pseudogene"
"68978","ENSMUSG00000005360.14","Slc1a3","protein_coding"
"68980","ENSMUSG00000107028.1","Gm5043","processed_pseudogene"
"68981","ENSMUSG00000098190.1","Gm5210","processed_pseudogene"
"68982","ENSMUSG00000048424.17","Ranbp3l","protein_coding"
"68983","ENSMUSG00000022253.15","Nadk2","protein_coding"
"68984","ENSMUSG00000054115.11","Skp2","protein_coding"
"68985","ENSMUSG00000039704.7","Lmbrd2","protein_coding"
"68986","ENSMUSG00000115409.1","Gm8139","unprocessed_pseudogene"
"68987","ENSMUSG00000072664.11","Ugt3a1","protein_coding"
"68988","ENSMUSG00000049152.11","Ugt3a2","protein_coding"
"68989","ENSMUSG00000115147.1","Gm5219","unprocessed_pseudogene"
"68990","ENSMUSG00000039676.4","Capsl","protein_coding"
"68991","ENSMUSG00000003882.5","Il7r","protein_coding"
"68992","ENSMUSG00000072663.12","Spef2","protein_coding"
"68994","ENSMUSG00000005268.20","Prlr","protein_coding"
"68995","ENSMUSG00000094814.1","Gm21973","protein_coding"
"68996","ENSMUSG00000089678.8","Agxt2","protein_coding"
"68997","ENSMUSG00000044224.16","Dnajc21","protein_coding"
"68998","ENSMUSG00000022247.12","Brix1","protein_coding"
"68999","ENSMUSG00000022248.14","Rad1","protein_coding"
"69000","ENSMUSG00000022249.14","Ttc23l","protein_coding"
"69001","ENSMUSG00000091615.2","Gm17044","processed_pseudogene"
"69002","ENSMUSG00000052482.6","Gm8174","processed_pseudogene"
"69003","ENSMUSG00000022246.14","Rai14","protein_coding"
"69004","ENSMUSG00000115667.1","Gm10389","antisense"
"69005","ENSMUSG00000096971.2","4930556M19Rik","processed_transcript"
"69006","ENSMUSG00000115151.1","Gm19276","lincRNA"
"69007","ENSMUSG00000115042.1","Gm29742","processed_pseudogene"
"69008","ENSMUSG00000115285.1","Gm49068","processed_pseudogene"
"69009","ENSMUSG00000058914.12","C1qtnf3","protein_coding"
"69010","ENSMUSG00000022244.7","Amacr","protein_coding"
"69011","ENSMUSG00000022243.10","Slc45a2","protein_coding"
"69012","ENSMUSG00000060735.4","Rxfp3","protein_coding"
"69013","ENSMUSG00000047497.10","Adamts12","protein_coding"
"69015","ENSMUSG00000022241.6","Tars","protein_coding"
"69016","ENSMUSG00000115076.1","Gm49106","lincRNA"
"69017","ENSMUSG00000115804.1","Gm49107","lincRNA"
"69018","ENSMUSG00000115585.1","Gm41271","processed_transcript"
"69019","ENSMUSG00000022206.7","Npr3","protein_coding"
"69020","ENSMUSG00000115240.1","Gm5144","bidirectional_promoter_lncRNA"
"69021","ENSMUSG00000099349.7","1700047G03Rik","lincRNA"
"69023","ENSMUSG00000022205.15","Sub1","protein_coding"
"69024","ENSMUSG00000107344.1","Gm2559","processed_pseudogene"
"69025","ENSMUSG00000115441.1","Gm34759","lincRNA"
"69026","ENSMUSG00000022201.16","Zfr","protein_coding"
"69028","ENSMUSG00000084592.1","Mir1898","miRNA"
"69029","ENSMUSG00000115017.1","Gm2573","processed_pseudogene"
"69030","ENSMUSG00000115153.1","Gm49240","lincRNA"
"69031","ENSMUSG00000115356.1","Gm2581","processed_pseudogene"
"69032","ENSMUSG00000039458.15","Mtmr12","protein_coding"
"69033","ENSMUSG00000115594.1","Gm46497","processed_pseudogene"
"69034","ENSMUSG00000097221.1","1810049J17Rik","protein_coding"
"69035","ENSMUSG00000022200.8","Golph3","protein_coding"
"69036","ENSMUSG00000022197.16","Pdzd2","protein_coding"
"69037","ENSMUSG00000095516.1","Gm24135","miRNA"
"69038","ENSMUSG00000078300.3","Gm2606","processed_pseudogene"
"69040","ENSMUSG00000095842.1","Gm24302","miRNA"
"69041","ENSMUSG00000115201.1","Gm49276","processed_pseudogene"
"69042","ENSMUSG00000115119.1","Gm17756","processed_pseudogene"
"69043","ENSMUSG00000115024.1","Gm49277","processed_pseudogene"
"69044","ENSMUSG00000022195.7","6030458C11Rik","protein_coding"
"69045","ENSMUSG00000022191.16","Drosha","protein_coding"
"69046","ENSMUSG00000104911.1","Gm47288","miRNA"
"69047","ENSMUSG00000115807.1","Gm49100","unprocessed_pseudogene"
"69049","ENSMUSG00000039385.5","Cdh6","protein_coding"
"69050","ENSMUSG00000115347.1","Gm8238","processed_pseudogene"
"69051","ENSMUSG00000115481.1","Gm4940","processed_pseudogene"
"69052","ENSMUSG00000115703.1","Gm49112","processed_pseudogene"
"69053","ENSMUSG00000115081.1","Gm18714","processed_pseudogene"
"69054","ENSMUSG00000115419.1","Gm49113","lincRNA"
"69055","ENSMUSG00000115824.1","Gm49114","processed_pseudogene"
"69056","ENSMUSG00000115551.1","Gm49115","processed_pseudogene"
"69057","ENSMUSG00000115782.1","Gm49116","lincRNA"
"69058","ENSMUSG00000095874.2","Gm9630","processed_pseudogene"
"69059","ENSMUSG00000092919.2","Gm24080","miRNA"
"69060","ENSMUSG00000115208.1","Gm49118","processed_pseudogene"
"69061","ENSMUSG00000114972.1","Gm49119","processed_pseudogene"
"69062","ENSMUSG00000115266.1","4930557F08Rik","lincRNA"
"69064","ENSMUSG00000115524.1","Gm49122","processed_pseudogene"
"69065","ENSMUSG00000115633.1","Gm29753","processed_pseudogene"
"69066","ENSMUSG00000115434.1","Gm6479","processed_pseudogene"
"69067","ENSMUSG00000115614.1","Gm41276","lincRNA"
"69068","ENSMUSG00000115485.1","Gm49126","lincRNA"
"69069","ENSMUSG00000115670.1","Gm2611","processed_pseudogene"
"69070","ENSMUSG00000025370.7","Cdh9","protein_coding"
"69071","ENSMUSG00000115460.1","Gm49127","antisense"
"69072","ENSMUSG00000115182.1","Gm49128","lincRNA"
"69073","ENSMUSG00000080596.1","Gm22032","miRNA"
"69074","ENSMUSG00000115173.1","Gm2638","processed_pseudogene"
"69076","ENSMUSG00000115192.1","Gm18532","processed_pseudogene"
"69078","ENSMUSG00000115492.1","Gm41277","lincRNA"
"69079","ENSMUSG00000098150.2","4921515E04Rik","processed_transcript"
"69080","ENSMUSG00000098222.2","Gm8318","processed_pseudogene"
"69081","ENSMUSG00000115358.1","Gm49138","processed_pseudogene"
"69082","ENSMUSG00000115766.1","Gm49139","processed_pseudogene"
"69083","ENSMUSG00000115254.1","Gm49140","processed_pseudogene"
"69084","ENSMUSG00000084873.3","C030047K22Rik","lincRNA"
"69085","ENSMUSG00000022321.15","Cdh10","protein_coding"
"69086","ENSMUSG00000115815.1","Gm8328","processed_pseudogene"
"69087","ENSMUSG00000115803.1","Gm35496","lincRNA"
"69088","ENSMUSG00000115588.1","Gm18533","processed_pseudogene"
"69089","ENSMUSG00000115352.1","Gm49160","lincRNA"
"69090","ENSMUSG00000114971.1","Gm49162","lincRNA"
"69092","ENSMUSG00000115516.1","Gm8341","processed_pseudogene"
"69093","ENSMUSG00000115413.1","Gm49166","lincRNA"
"69094","ENSMUSG00000115298.1","Gm18741","processed_pseudogene"
"69095","ENSMUSG00000115233.1","Gm46498","processed_pseudogene"
"69096","ENSMUSG00000115830.1","Gm49176","processed_pseudogene"
"69099","ENSMUSG00000115112.1","Gm19207","processed_pseudogene"
"69100","ENSMUSG00000115086.1","Gm49177","processed_pseudogene"
"69101","ENSMUSG00000115203.1","Gm49178","processed_pseudogene"
"69102","ENSMUSG00000115122.1","Gm49685","antisense"
"69103","ENSMUSG00000040452.9","Cdh12","protein_coding"
"69105","ENSMUSG00000047565.5","Acot10","protein_coding"
"69107","ENSMUSG00000098821.1","Gm27397","miRNA"
"69108","ENSMUSG00000115631.1","Gm19371","processed_pseudogene"
"69111","ENSMUSG00000105214.1","Gm44373","miRNA"
"69113","ENSMUSG00000098700.1","Gm27525","miRNA"
"69114","ENSMUSG00000040420.15","Cdh18","protein_coding"
"69115","ENSMUSG00000021927.7","Hnrnpa1l2-ps2","processed_pseudogene"
"69116","ENSMUSG00000091194.1","Gm19840","processed_pseudogene"
"69118","ENSMUSG00000115560.1","Gm49191","antisense"
"69119","ENSMUSG00000115193.1","Gm6533","processed_pseudogene"
"69120","ENSMUSG00000115788.1","Gm48915","processed_pseudogene"
"69123","ENSMUSG00000115365.1","Gm18582","processed_pseudogene"
"69125","ENSMUSG00000115341.1","Gm48919","processed_pseudogene"
"69126","ENSMUSG00000115528.1","Gm8408","processed_pseudogene"
"69127","ENSMUSG00000115198.1","Gm49729","lincRNA"
"69128","ENSMUSG00000115079.1","Gm36147","processed_pseudogene"
"69129","ENSMUSG00000115047.1","4930540I17Rik","processed_transcript"
"69130","ENSMUSG00000115004.1","Gm48920","processed_pseudogene"
"69131","ENSMUSG00000115048.1","Gm48921","processed_pseudogene"
"69132","ENSMUSG00000115607.1","Gm2803","processed_pseudogene"
"69134","ENSMUSG00000115261.1","Gm35769","lincRNA"
"69135","ENSMUSG00000097452.2","Gm2824","lincRNA"
"69136","ENSMUSG00000115174.1","Gm35996","lincRNA"
"69137","ENSMUSG00000051237.7","9230109A22Rik","lincRNA"
"69140","ENSMUSG00000115355.1","4930445E18Rik","lincRNA"
"69141","ENSMUSG00000045763.8","Basp1","protein_coding"
"69142","ENSMUSG00000056089.6","Gm5468","lincRNA"
"69143","ENSMUSG00000115850.1","Gm48956","lincRNA"
"69144","ENSMUSG00000115729.1","Gm48957","processed_transcript"
"69145","ENSMUSG00000115204.1","Gm36642","lincRNA"
"69146","ENSMUSG00000022272.17","Myo10","protein_coding"
"69148","ENSMUSG00000089639.1","Gm2862","processed_pseudogene"
"69149","ENSMUSG00000115593.1","Gm4824","processed_pseudogene"
"69150","ENSMUSG00000022270.16","Retreg1","protein_coding"
"69151","ENSMUSG00000098719.1","Mir7212","miRNA"
"69152","ENSMUSG00000052253.6","Zfp622","protein_coding"
"69153","ENSMUSG00000115335.1","Gm41279","lincRNA"
"69154","ENSMUSG00000022269.13","March11","protein_coding"
"69155","ENSMUSG00000043556.10","Fbxl7","protein_coding"
"69156","ENSMUSG00000115433.1","Gm49267","antisense"
"69160","ENSMUSG00000115301.1","Gm6330","transcribed_processed_pseudogene"
"69162","ENSMUSG00000090544.3","Gm6576","processed_pseudogene"
"69164","ENSMUSG00000115554.1","Gm19111","processed_pseudogene"
"69165","ENSMUSG00000115138.1","Gm36899","lincRNA"
"69166","ENSMUSG00000022265.7","Ank","protein_coding"
"69169","ENSMUSG00000046034.8","Otulin","protein_coding"
"69170","ENSMUSG00000098416.1","Mir7117","miRNA"
"69171","ENSMUSG00000115578.1","Gm46506","processed_pseudogene"
"69172","ENSMUSG00000056069.10","Otulinl","protein_coding"
"69173","ENSMUSG00000022263.10","Trio","protein_coding"
"69176","ENSMUSG00000115058.1","Gm19883","processed_pseudogene"
"69177","ENSMUSG00000115773.1","Gm31458","lincRNA"
"69178","ENSMUSG00000115722.1","Gm8472","processed_pseudogene"
"69179","ENSMUSG00000115839.1","Gm49233","lincRNA"
"69181","ENSMUSG00000022262.8","Dnah5","protein_coding"
"69182","ENSMUSG00000115473.1","Gm49278","processed_pseudogene"
"69183","ENSMUSG00000115156.1","Gm49279","processed_pseudogene"
"69184","ENSMUSG00000115795.1","Gm8484","processed_pseudogene"
"69186","ENSMUSG00000092639.1","Mir3964","miRNA"
"69188","ENSMUSG00000115544.1","Gm49281","processed_pseudogene"
"69191","ENSMUSG00000115080.1","Gm5212","processed_pseudogene"
"69193","ENSMUSG00000022240.10","Ctnnd2","protein_coding"
"69196","ENSMUSG00000115337.1","4930570B17Rik","antisense"
"69198","ENSMUSG00000115012.1","9630009A06Rik","antisense"
"69199","ENSMUSG00000115474.1","4930430F21Rik","lincRNA"
"69201","ENSMUSG00000039168.15","Dap","protein_coding"
"69202","ENSMUSG00000055416.6","Fam136b-ps","processed_pseudogene"
"69204","ENSMUSG00000022237.17","Ankrd33b","protein_coding"
"69206","ENSMUSG00000022236.10","Ropn1l","protein_coding"
"69207","ENSMUSG00000068964.5","Gm6361","processed_pseudogene"
"69208","ENSMUSG00000115710.1","Gm49208","bidirectional_promoter_lncRNA"
"69209","ENSMUSG00000039100.10","March6","protein_coding"
"69210","ENSMUSG00000115357.1","Gm49214","processed_pseudogene"
"69211","ENSMUSG00000115383.1","Gm49216","sense_overlapping"
"69212","ENSMUSG00000115224.1","Gm49215","processed_pseudogene"
"69213","ENSMUSG00000022235.15","Cmbl","protein_coding"
"69214","ENSMUSG00000022234.15","Cct5","protein_coding"
"69215","ENSMUSG00000039065.11","Fam173b","protein_coding"
"69217","ENSMUSG00000115188.1","Gm46522","processed_pseudogene"
"69218","ENSMUSG00000115589.1","Gm18003","processed_pseudogene"
"69220","ENSMUSG00000045267.3","Tas2r119","protein_coding"
"69221","ENSMUSG00000107924.1","4930518I17Rik","lincRNA"
"69222","ENSMUSG00000096956.2","Snhg18","lincRNA"
"69224","ENSMUSG00000022231.10","Sema5a","protein_coding"
"69225","ENSMUSG00000115063.1","4930465K09Rik","antisense"
"69226","ENSMUSG00000115749.1","Gm41289","lincRNA"
"69227","ENSMUSG00000115317.1","Gm32618","lincRNA"
"69228","ENSMUSG00000022261.6","Sdc2","protein_coding"
"69229","ENSMUSG00000115140.1","Gm32764","lincRNA"
"69230","ENSMUSG00000039007.10","Cpq","protein_coding"
"69231","ENSMUSG00000058101.3","1700084J12Rik","transcribed_processed_pseudogene"
"69233","ENSMUSG00000115779.1","4930592A05Rik","antisense"
"69234","ENSMUSG00000038984.4","Tspyl5","protein_coding"
"69235","ENSMUSG00000115362.1","Gm49088","processed_pseudogene"
"69237","ENSMUSG00000115605.1","Gm9643","processed_pseudogene"
"69238","ENSMUSG00000115428.1","Gm41290","lincRNA"
"69239","ENSMUSG00000115440.1","Gm49091","processed_pseudogene"
"69240","ENSMUSG00000022255.16","Mtdh","protein_coding"
"69243","ENSMUSG00000022257.4","Laptm4b","protein_coding"
"69244","ENSMUSG00000115808.1","Gm18949","processed_pseudogene"
"69246","ENSMUSG00000022324.15","Matn2","protein_coding"
"69247","ENSMUSG00000094447.2","9430069I07Rik","protein_coding"
"69248","ENSMUSG00000058600.13","Rpl30","protein_coding"
"69251","ENSMUSG00000044726.8","Erich5","protein_coding"
"69253","ENSMUSG00000022323.11","Rida","protein_coding"
"69254","ENSMUSG00000022325.14","Pop1","protein_coding"
"69255","ENSMUSG00000115005.1","Gm49195","processed_pseudogene"
"69257","ENSMUSG00000038879.8","Nipal2","protein_coding"
"69258","ENSMUSG00000115526.1","4930413F20Rik","antisense"
"69260","ENSMUSG00000050963.7","Kcns2","protein_coding"
"69261","ENSMUSG00000022329.15","Stk3","protein_coding"
"69262","ENSMUSG00000115345.1","Gm33497","lincRNA"
"69263","ENSMUSG00000022330.5","Osr2","protein_coding"
"69264","ENSMUSG00000115453.1","BC048602","lincRNA"
"69265","ENSMUSG00000115829.1","Gm48960","antisense"
"69266","ENSMUSG00000037646.10","Vps13b","protein_coding"
"69270","ENSMUSG00000076333.1","Mir599","miRNA"
"69271","ENSMUSG00000077890.1","Mir875","miRNA"
"69272","ENSMUSG00000115040.1","Gm18994","processed_pseudogene"
"69276","ENSMUSG00000014313.15","Cox6c","protein_coding"
"69277","ENSMUSG00000037627.16","Rgs22","protein_coding"
"69279","ENSMUSG00000092230.1","Gm18889","processed_pseudogene"
"69280","ENSMUSG00000048230.6","Fbxo43","protein_coding"
"69282","ENSMUSG00000045996.12","Polr2k","protein_coding"
"69283","ENSMUSG00000037617.12","Spag1","protein_coding"
"69285","ENSMUSG00000115811.1","Gm41293","antisense"
"69286","ENSMUSG00000022280.9","Rnf19a","protein_coding"
"69287","ENSMUSG00000098457.1","Mir8097","miRNA"
"69288","ENSMUSG00000115162.1","Gm9501","processed_pseudogene"
"69289","ENSMUSG00000068579.5","Rpl7a-ps3","processed_pseudogene"
"69290","ENSMUSG00000115715.1","Gm33936","processed_transcript"
"69291","ENSMUSG00000115278.1","Gm34150","lincRNA"
"69292","ENSMUSG00000114981.1","Gm34093","lincRNA"
"69293","ENSMUSG00000115395.1","Gm49224","lincRNA"
"69294","ENSMUSG00000048307.8","Ankrd46","protein_coding"
"69296","ENSMUSG00000013611.14","Snx31","protein_coding"
"69297","ENSMUSG00000105494.1","Gm44310","miRNA"
"69298","ENSMUSG00000022283.15","Pabpc1","protein_coding"
"69299","ENSMUSG00000115037.1","Gm49262","lincRNA"
"69300","ENSMUSG00000115537.1","Gm6704","processed_pseudogene"
"69301","ENSMUSG00000115127.1","Gm46515","lincRNA"
"69302","ENSMUSG00000115834.1","Gm10385","lincRNA"
"69303","ENSMUSG00000115103.1","Gm49263","lincRNA"
"69304","ENSMUSG00000022285.17","Ywhaz","protein_coding"
"69305","ENSMUSG00000093021.1","Gm25303","miRNA"
"69306","ENSMUSG00000115750.1","Gm49282","lincRNA"
"69307","ENSMUSG00000072618.2","Gm10384","lincRNA"
"69308","ENSMUSG00000115430.1","Gm41300","lincRNA"
"69309","ENSMUSG00000115333.1","Gm34590","lincRNA"
"69310","ENSMUSG00000062397.8","Zfp706","protein_coding"
"69311","ENSMUSG00000097259.2","Gm26766","antisense"
"69312","ENSMUSG00000115848.1","Gm9509","processed_pseudogene"
"69313","ENSMUSG00000115621.1","Gm8664","processed_pseudogene"
"69314","ENSMUSG00000089804.2","Gm16136","antisense"
"69315","ENSMUSG00000022286.16","Grhl2","protein_coding"
"69316","ENSMUSG00000089949.2","Gm16137","antisense"
"69317","ENSMUSG00000089811.2","Gm16138","processed_pseudogene"
"69318","ENSMUSG00000051359.15","Ncald","protein_coding"
"69319","ENSMUSG00000101671.1","Gm28221","antisense"
"69320","ENSMUSG00000080408.1","Gm23654","miRNA"
"69321","ENSMUSG00000086992.7","Gm15941","antisense"
"69322","ENSMUSG00000084316.1","Gm8668","processed_pseudogene"
"69323","ENSMUSG00000022288.1","4930447A16Rik","protein_coding"
"69324","ENSMUSG00000115157.1","Gm49397","processed_transcript"
"69325","ENSMUSG00000084382.1","Gm3267","processed_pseudogene"
"69328","ENSMUSG00000086125.1","Gm15942","antisense"
"69329","ENSMUSG00000086313.1","Gm15940","sense_intronic"
"69330","ENSMUSG00000097679.1","Rps19-ps5","processed_pseudogene"
"69331","ENSMUSG00000115326.1","Gm35019","lincRNA"
"69332","ENSMUSG00000022292.16","Rrm2b","protein_coding"
"69333","ENSMUSG00000085442.1","Gm3362","processed_pseudogene"
"69334","ENSMUSG00000115249.1","Gm49085","antisense"
"69335","ENSMUSG00000037487.7","Ubr5","protein_coding"
"69337","ENSMUSG00000115771.1","Gm49312","bidirectional_promoter_lncRNA"
"69338","ENSMUSG00000115680.1","Gm35167","lincRNA"
"69339","ENSMUSG00000061923.4","Odf1","protein_coding"
"69340","ENSMUSG00000115525.1","Gm5213","processed_pseudogene"
"69341","ENSMUSG00000096567.1","Gm24098","miRNA"
"69342","ENSMUSG00000115307.1","Gm49313","lincRNA"
"69343","ENSMUSG00000115057.1","Gm8705","processed_pseudogene"
"69345","ENSMUSG00000037465.10","Klf10","protein_coding"
"69346","ENSMUSG00000115456.1","Gm35248","lincRNA"
"69347","ENSMUSG00000097645.1","Gm26863","lincRNA"
"69348","ENSMUSG00000115405.1","Gm41307","lincRNA"
"69349","ENSMUSG00000115009.1","G930009F23Rik","lincRNA"
"69350","ENSMUSG00000037458.15","Azin1","protein_coding"
"69351","ENSMUSG00000099110.1","Mir6951","miRNA"
"69352","ENSMUSG00000115546.1","Gm49077","antisense"
